Activity SubjectID Means
WALKING 1 0.274347260646063
WALKING 1 -0.0177434918458972
WALKING 1 -0.108925032737064
WALKING 1 -0.607783818968688
WALKING 1 -0.510191378479501
WALKING 1 -0.61306429934125
WALKING 1 0.669226222373046
WALKING 1 0.00403879092060517
WALKING 1 0.0921508600211059
WALKING 1 -0.965207115039421
WALKING 1 -0.95440802665318
WALKING 1 -0.938900969424022
WALKING 1 0.0789381220355816
WALKING 1 0.0079481069090025
WALKING 1 -0.00467469823628666
WALKING 1 -0.63978102073413
WALKING 1 -0.607971599340832
WALKING 1 -0.762820240449202
WALKING 1 -0.0309824871713436
WALKING 1 -0.0747194855994359
WALKING 1 0.088357304227173
WALKING 1 -0.721192598029789
WALKING 1 -0.682653506899942
WALKING 1 -0.653665674372188
WALKING 1 -0.0967092754729682
WALKING 1 -0.0423181079782632
WALKING 1 -0.0548303497968374
WALKING 1 -0.731348533131935
WALKING 1 -0.786062320321895
WALKING 1 -0.739932395222129
WALKING 1 -0.54822165976717
WALKING 1 -0.591225327146546
WALKING 1 -0.54822165976717
WALKING 1 -0.591225327146546
WALKING 1 -0.649417950650692
WALKING 1 -0.627762945785391
WALKING 1 -0.60524856977632
WALKING 1 -0.662533062898382
WALKING 1 -0.762137610987416
WALKING 1 -0.77799317279698
WALKING 1 -0.622761658493734
WALKING 1 -0.53749328145871
WALKING 1 -0.665033506271952
WALKING 1 -0.603356276555826
WALKING 1 -0.528420009576204
WALKING 1 -0.617874813333395
WALKING 1 -0.656713524546605
WALKING 1 -0.628961179980356
WALKING 1 -0.743608246170053
WALKING 1 -0.654979816705833
WALKING 1 -0.612243590244114
WALKING 1 -0.780928428167213
WALKING 1 -0.672094306818974
WALKING 1 -0.70621663959074
WALKING 1 -0.644192752866115
WALKING 1 -0.738594816501343
WALKING 1 -0.674226934551517
WALKING 1 -0.690446312501126
WALKING 1 -0.585962696268539
WALKING 1 -0.659531216655476
WALKING 1 -0.620789916331592
WALKING 1 -0.640076803144351
WALKING 1 -0.697411069729937
WALKING 1 -0.699976372277643
WALKING 1 -0.779767633083527
WALKING 1 -0.792190209274884
WALKING 2 0.274347260646063
WALKING 2 -0.0177434918458972
WALKING 2 -0.108925032737064
WALKING 2 -0.607783818968688
WALKING 2 -0.510191378479501
WALKING 2 -0.61306429934125
WALKING 2 0.669226222373046
WALKING 2 0.00403879092060517
WALKING 2 0.0921508600211059
WALKING 2 -0.965207115039421
WALKING 2 -0.95440802665318
WALKING 2 -0.938900969424022
WALKING 2 0.0789381220355816
WALKING 2 0.0079481069090025
WALKING 2 -0.00467469823628666
WALKING 2 -0.63978102073413
WALKING 2 -0.607971599340832
WALKING 2 -0.762820240449202
WALKING 2 -0.0309824871713436
WALKING 2 -0.0747194855994359
WALKING 2 0.088357304227173
WALKING 2 -0.721192598029789
WALKING 2 -0.682653506899942
WALKING 2 -0.653665674372188
WALKING 2 -0.0967092754729682
WALKING 2 -0.0423181079782632
WALKING 2 -0.0548303497968374
WALKING 2 -0.731348533131935
WALKING 2 -0.786062320321895
WALKING 2 -0.739932395222129
WALKING 2 -0.54822165976717
WALKING 2 -0.591225327146546
WALKING 2 -0.54822165976717
WALKING 2 -0.591225327146546
WALKING 2 -0.649417950650692
WALKING 2 -0.627762945785391
WALKING 2 -0.60524856977632
WALKING 2 -0.662533062898382
WALKING 2 -0.762137610987416
WALKING 2 -0.77799317279698
WALKING 2 -0.622761658493734
WALKING 2 -0.53749328145871
WALKING 2 -0.665033506271952
WALKING 2 -0.603356276555826
WALKING 2 -0.528420009576204
WALKING 2 -0.617874813333395
WALKING 2 -0.656713524546605
WALKING 2 -0.628961179980356
WALKING 2 -0.743608246170053
WALKING 2 -0.654979816705833
WALKING 2 -0.612243590244114
WALKING 2 -0.780928428167213
WALKING 2 -0.672094306818974
WALKING 2 -0.70621663959074
WALKING 2 -0.644192752866115
WALKING 2 -0.738594816501343
WALKING 2 -0.674226934551517
WALKING 2 -0.690446312501126
WALKING 2 -0.585962696268539
WALKING 2 -0.659531216655476
WALKING 2 -0.620789916331592
WALKING 2 -0.640076803144351
WALKING 2 -0.697411069729937
WALKING 2 -0.699976372277643
WALKING 2 -0.779767633083527
WALKING 2 -0.792190209274884
WALKING 3 0.274347260646063
WALKING 3 -0.0177434918458972
WALKING 3 -0.108925032737064
WALKING 3 -0.607783818968688
WALKING 3 -0.510191378479501
WALKING 3 -0.61306429934125
WALKING 3 0.669226222373046
WALKING 3 0.00403879092060517
WALKING 3 0.0921508600211059
WALKING 3 -0.965207115039421
WALKING 3 -0.95440802665318
WALKING 3 -0.938900969424022
WALKING 3 0.0789381220355816
WALKING 3 0.0079481069090025
WALKING 3 -0.00467469823628666
WALKING 3 -0.63978102073413
WALKING 3 -0.607971599340832
WALKING 3 -0.762820240449202
WALKING 3 -0.0309824871713436
WALKING 3 -0.0747194855994359
WALKING 3 0.088357304227173
WALKING 3 -0.721192598029789
WALKING 3 -0.682653506899942
WALKING 3 -0.653665674372188
WALKING 3 -0.0967092754729682
WALKING 3 -0.0423181079782632
WALKING 3 -0.0548303497968374
WALKING 3 -0.731348533131935
WALKING 3 -0.786062320321895
WALKING 3 -0.739932395222129
WALKING 3 -0.54822165976717
WALKING 3 -0.591225327146546
WALKING 3 -0.54822165976717
WALKING 3 -0.591225327146546
WALKING 3 -0.649417950650692
WALKING 3 -0.627762945785391
WALKING 3 -0.60524856977632
WALKING 3 -0.662533062898382
WALKING 3 -0.762137610987416
WALKING 3 -0.77799317279698
WALKING 3 -0.622761658493734
WALKING 3 -0.53749328145871
WALKING 3 -0.665033506271952
WALKING 3 -0.603356276555826
WALKING 3 -0.528420009576204
WALKING 3 -0.617874813333395
WALKING 3 -0.656713524546605
WALKING 3 -0.628961179980356
WALKING 3 -0.743608246170053
WALKING 3 -0.654979816705833
WALKING 3 -0.612243590244114
WALKING 3 -0.780928428167213
WALKING 3 -0.672094306818974
WALKING 3 -0.70621663959074
WALKING 3 -0.644192752866115
WALKING 3 -0.738594816501343
WALKING 3 -0.674226934551517
WALKING 3 -0.690446312501126
WALKING 3 -0.585962696268539
WALKING 3 -0.659531216655476
WALKING 3 -0.620789916331592
WALKING 3 -0.640076803144351
WALKING 3 -0.697411069729937
WALKING 3 -0.699976372277643
WALKING 3 -0.779767633083527
WALKING 3 -0.792190209274884
WALKING 4 0.274347260646063
WALKING 4 -0.0177434918458972
WALKING 4 -0.108925032737064
WALKING 4 -0.607783818968688
WALKING 4 -0.510191378479501
WALKING 4 -0.61306429934125
WALKING 4 0.669226222373046
WALKING 4 0.00403879092060517
WALKING 4 0.0921508600211059
WALKING 4 -0.965207115039421
WALKING 4 -0.95440802665318
WALKING 4 -0.938900969424022
WALKING 4 0.0789381220355816
WALKING 4 0.0079481069090025
WALKING 4 -0.00467469823628666
WALKING 4 -0.63978102073413
WALKING 4 -0.607971599340832
WALKING 4 -0.762820240449202
WALKING 4 -0.0309824871713436
WALKING 4 -0.0747194855994359
WALKING 4 0.088357304227173
WALKING 4 -0.721192598029789
WALKING 4 -0.682653506899942
WALKING 4 -0.653665674372188
WALKING 4 -0.0967092754729682
WALKING 4 -0.0423181079782632
WALKING 4 -0.0548303497968374
WALKING 4 -0.731348533131935
WALKING 4 -0.786062320321895
WALKING 4 -0.739932395222129
WALKING 4 -0.54822165976717
WALKING 4 -0.591225327146546
WALKING 4 -0.54822165976717
WALKING 4 -0.591225327146546
WALKING 4 -0.649417950650692
WALKING 4 -0.627762945785391
WALKING 4 -0.60524856977632
WALKING 4 -0.662533062898382
WALKING 4 -0.762137610987416
WALKING 4 -0.77799317279698
WALKING 4 -0.622761658493734
WALKING 4 -0.53749328145871
WALKING 4 -0.665033506271952
WALKING 4 -0.603356276555826
WALKING 4 -0.528420009576204
WALKING 4 -0.617874813333395
WALKING 4 -0.656713524546605
WALKING 4 -0.628961179980356
WALKING 4 -0.743608246170053
WALKING 4 -0.654979816705833
WALKING 4 -0.612243590244114
WALKING 4 -0.780928428167213
WALKING 4 -0.672094306818974
WALKING 4 -0.70621663959074
WALKING 4 -0.644192752866115
WALKING 4 -0.738594816501343
WALKING 4 -0.674226934551517
WALKING 4 -0.690446312501126
WALKING 4 -0.585962696268539
WALKING 4 -0.659531216655476
WALKING 4 -0.620789916331592
WALKING 4 -0.640076803144351
WALKING 4 -0.697411069729937
WALKING 4 -0.699976372277643
WALKING 4 -0.779767633083527
WALKING 4 -0.792190209274884
WALKING 5 0.274347260646063
WALKING 5 -0.0177434918458972
WALKING 5 -0.108925032737064
WALKING 5 -0.607783818968688
WALKING 5 -0.510191378479501
WALKING 5 -0.61306429934125
WALKING 5 0.669226222373046
WALKING 5 0.00403879092060517
WALKING 5 0.0921508600211059
WALKING 5 -0.965207115039421
WALKING 5 -0.95440802665318
WALKING 5 -0.938900969424022
WALKING 5 0.0789381220355816
WALKING 5 0.0079481069090025
WALKING 5 -0.00467469823628666
WALKING 5 -0.63978102073413
WALKING 5 -0.607971599340832
WALKING 5 -0.762820240449202
WALKING 5 -0.0309824871713436
WALKING 5 -0.0747194855994359
WALKING 5 0.088357304227173
WALKING 5 -0.721192598029789
WALKING 5 -0.682653506899942
WALKING 5 -0.653665674372188
WALKING 5 -0.0967092754729682
WALKING 5 -0.0423181079782632
WALKING 5 -0.0548303497968374
WALKING 5 -0.731348533131935
WALKING 5 -0.786062320321895
WALKING 5 -0.739932395222129
WALKING 5 -0.54822165976717
WALKING 5 -0.591225327146546
WALKING 5 -0.54822165976717
WALKING 5 -0.591225327146546
WALKING 5 -0.649417950650692
WALKING 5 -0.627762945785391
WALKING 5 -0.60524856977632
WALKING 5 -0.662533062898382
WALKING 5 -0.762137610987416
WALKING 5 -0.77799317279698
WALKING 5 -0.622761658493734
WALKING 5 -0.53749328145871
WALKING 5 -0.665033506271952
WALKING 5 -0.603356276555826
WALKING 5 -0.528420009576204
WALKING 5 -0.617874813333395
WALKING 5 -0.656713524546605
WALKING 5 -0.628961179980356
WALKING 5 -0.743608246170053
WALKING 5 -0.654979816705833
WALKING 5 -0.612243590244114
WALKING 5 -0.780928428167213
WALKING 5 -0.672094306818974
WALKING 5 -0.70621663959074
WALKING 5 -0.644192752866115
WALKING 5 -0.738594816501343
WALKING 5 -0.674226934551517
WALKING 5 -0.690446312501126
WALKING 5 -0.585962696268539
WALKING 5 -0.659531216655476
WALKING 5 -0.620789916331592
WALKING 5 -0.640076803144351
WALKING 5 -0.697411069729937
WALKING 5 -0.699976372277643
WALKING 5 -0.779767633083527
WALKING 5 -0.792190209274884
WALKING 6 0.274347260646063
WALKING 6 -0.0177434918458972
WALKING 6 -0.108925032737064
WALKING 6 -0.607783818968688
WALKING 6 -0.510191378479501
WALKING 6 -0.61306429934125
WALKING 6 0.669226222373046
WALKING 6 0.00403879092060517
WALKING 6 0.0921508600211059
WALKING 6 -0.965207115039421
WALKING 6 -0.95440802665318
WALKING 6 -0.938900969424022
WALKING 6 0.0789381220355816
WALKING 6 0.0079481069090025
WALKING 6 -0.00467469823628666
WALKING 6 -0.63978102073413
WALKING 6 -0.607971599340832
WALKING 6 -0.762820240449202
WALKING 6 -0.0309824871713436
WALKING 6 -0.0747194855994359
WALKING 6 0.088357304227173
WALKING 6 -0.721192598029789
WALKING 6 -0.682653506899942
WALKING 6 -0.653665674372188
WALKING 6 -0.0967092754729682
WALKING 6 -0.0423181079782632
WALKING 6 -0.0548303497968374
WALKING 6 -0.731348533131935
WALKING 6 -0.786062320321895
WALKING 6 -0.739932395222129
WALKING 6 -0.54822165976717
WALKING 6 -0.591225327146546
WALKING 6 -0.54822165976717
WALKING 6 -0.591225327146546
WALKING 6 -0.649417950650692
WALKING 6 -0.627762945785391
WALKING 6 -0.60524856977632
WALKING 6 -0.662533062898382
WALKING 6 -0.762137610987416
WALKING 6 -0.77799317279698
WALKING 6 -0.622761658493734
WALKING 6 -0.53749328145871
WALKING 6 -0.665033506271952
WALKING 6 -0.603356276555826
WALKING 6 -0.528420009576204
WALKING 6 -0.617874813333395
WALKING 6 -0.656713524546605
WALKING 6 -0.628961179980356
WALKING 6 -0.743608246170053
WALKING 6 -0.654979816705833
WALKING 6 -0.612243590244114
WALKING 6 -0.780928428167213
WALKING 6 -0.672094306818974
WALKING 6 -0.70621663959074
WALKING 6 -0.644192752866115
WALKING 6 -0.738594816501343
WALKING 6 -0.674226934551517
WALKING 6 -0.690446312501126
WALKING 6 -0.585962696268539
WALKING 6 -0.659531216655476
WALKING 6 -0.620789916331592
WALKING 6 -0.640076803144351
WALKING 6 -0.697411069729937
WALKING 6 -0.699976372277643
WALKING 6 -0.779767633083527
WALKING 6 -0.792190209274884
WALKING 7 0.274347260646063
WALKING 7 -0.0177434918458972
WALKING 7 -0.108925032737064
WALKING 7 -0.607783818968688
WALKING 7 -0.510191378479501
WALKING 7 -0.61306429934125
WALKING 7 0.669226222373046
WALKING 7 0.00403879092060517
WALKING 7 0.0921508600211059
WALKING 7 -0.965207115039421
WALKING 7 -0.95440802665318
WALKING 7 -0.938900969424022
WALKING 7 0.0789381220355816
WALKING 7 0.0079481069090025
WALKING 7 -0.00467469823628666
WALKING 7 -0.63978102073413
WALKING 7 -0.607971599340832
WALKING 7 -0.762820240449202
WALKING 7 -0.0309824871713436
WALKING 7 -0.0747194855994359
WALKING 7 0.088357304227173
WALKING 7 -0.721192598029789
WALKING 7 -0.682653506899942
WALKING 7 -0.653665674372188
WALKING 7 -0.0967092754729682
WALKING 7 -0.0423181079782632
WALKING 7 -0.0548303497968374
WALKING 7 -0.731348533131935
WALKING 7 -0.786062320321895
WALKING 7 -0.739932395222129
WALKING 7 -0.54822165976717
WALKING 7 -0.591225327146546
WALKING 7 -0.54822165976717
WALKING 7 -0.591225327146546
WALKING 7 -0.649417950650692
WALKING 7 -0.627762945785391
WALKING 7 -0.60524856977632
WALKING 7 -0.662533062898382
WALKING 7 -0.762137610987416
WALKING 7 -0.77799317279698
WALKING 7 -0.622761658493734
WALKING 7 -0.53749328145871
WALKING 7 -0.665033506271952
WALKING 7 -0.603356276555826
WALKING 7 -0.528420009576204
WALKING 7 -0.617874813333395
WALKING 7 -0.656713524546605
WALKING 7 -0.628961179980356
WALKING 7 -0.743608246170053
WALKING 7 -0.654979816705833
WALKING 7 -0.612243590244114
WALKING 7 -0.780928428167213
WALKING 7 -0.672094306818974
WALKING 7 -0.70621663959074
WALKING 7 -0.644192752866115
WALKING 7 -0.738594816501343
WALKING 7 -0.674226934551517
WALKING 7 -0.690446312501126
WALKING 7 -0.585962696268539
WALKING 7 -0.659531216655476
WALKING 7 -0.620789916331592
WALKING 7 -0.640076803144351
WALKING 7 -0.697411069729937
WALKING 7 -0.699976372277643
WALKING 7 -0.779767633083527
WALKING 7 -0.792190209274884
WALKING 8 0.274347260646063
WALKING 8 -0.0177434918458972
WALKING 8 -0.108925032737064
WALKING 8 -0.607783818968688
WALKING 8 -0.510191378479501
WALKING 8 -0.61306429934125
WALKING 8 0.669226222373046
WALKING 8 0.00403879092060517
WALKING 8 0.0921508600211059
WALKING 8 -0.965207115039421
WALKING 8 -0.95440802665318
WALKING 8 -0.938900969424022
WALKING 8 0.0789381220355816
WALKING 8 0.0079481069090025
WALKING 8 -0.00467469823628666
WALKING 8 -0.63978102073413
WALKING 8 -0.607971599340832
WALKING 8 -0.762820240449202
WALKING 8 -0.0309824871713436
WALKING 8 -0.0747194855994359
WALKING 8 0.088357304227173
WALKING 8 -0.721192598029789
WALKING 8 -0.682653506899942
WALKING 8 -0.653665674372188
WALKING 8 -0.0967092754729682
WALKING 8 -0.0423181079782632
WALKING 8 -0.0548303497968374
WALKING 8 -0.731348533131935
WALKING 8 -0.786062320321895
WALKING 8 -0.739932395222129
WALKING 8 -0.54822165976717
WALKING 8 -0.591225327146546
WALKING 8 -0.54822165976717
WALKING 8 -0.591225327146546
WALKING 8 -0.649417950650692
WALKING 8 -0.627762945785391
WALKING 8 -0.60524856977632
WALKING 8 -0.662533062898382
WALKING 8 -0.762137610987416
WALKING 8 -0.77799317279698
WALKING 8 -0.622761658493734
WALKING 8 -0.53749328145871
WALKING 8 -0.665033506271952
WALKING 8 -0.603356276555826
WALKING 8 -0.528420009576204
WALKING 8 -0.617874813333395
WALKING 8 -0.656713524546605
WALKING 8 -0.628961179980356
WALKING 8 -0.743608246170053
WALKING 8 -0.654979816705833
WALKING 8 -0.612243590244114
WALKING 8 -0.780928428167213
WALKING 8 -0.672094306818974
WALKING 8 -0.70621663959074
WALKING 8 -0.644192752866115
WALKING 8 -0.738594816501343
WALKING 8 -0.674226934551517
WALKING 8 -0.690446312501126
WALKING 8 -0.585962696268539
WALKING 8 -0.659531216655476
WALKING 8 -0.620789916331592
WALKING 8 -0.640076803144351
WALKING 8 -0.697411069729937
WALKING 8 -0.699976372277643
WALKING 8 -0.779767633083527
WALKING 8 -0.792190209274884
WALKING 9 0.274347260646063
WALKING 9 -0.0177434918458972
WALKING 9 -0.108925032737064
WALKING 9 -0.607783818968688
WALKING 9 -0.510191378479501
WALKING 9 -0.61306429934125
WALKING 9 0.669226222373046
WALKING 9 0.00403879092060517
WALKING 9 0.0921508600211059
WALKING 9 -0.965207115039421
WALKING 9 -0.95440802665318
WALKING 9 -0.938900969424022
WALKING 9 0.0789381220355816
WALKING 9 0.0079481069090025
WALKING 9 -0.00467469823628666
WALKING 9 -0.63978102073413
WALKING 9 -0.607971599340832
WALKING 9 -0.762820240449202
WALKING 9 -0.0309824871713436
WALKING 9 -0.0747194855994359
WALKING 9 0.088357304227173
WALKING 9 -0.721192598029789
WALKING 9 -0.682653506899942
WALKING 9 -0.653665674372188
WALKING 9 -0.0967092754729682
WALKING 9 -0.0423181079782632
WALKING 9 -0.0548303497968374
WALKING 9 -0.731348533131935
WALKING 9 -0.786062320321895
WALKING 9 -0.739932395222129
WALKING 9 -0.54822165976717
WALKING 9 -0.591225327146546
WALKING 9 -0.54822165976717
WALKING 9 -0.591225327146546
WALKING 9 -0.649417950650692
WALKING 9 -0.627762945785391
WALKING 9 -0.60524856977632
WALKING 9 -0.662533062898382
WALKING 9 -0.762137610987416
WALKING 9 -0.77799317279698
WALKING 9 -0.622761658493734
WALKING 9 -0.53749328145871
WALKING 9 -0.665033506271952
WALKING 9 -0.603356276555826
WALKING 9 -0.528420009576204
WALKING 9 -0.617874813333395
WALKING 9 -0.656713524546605
WALKING 9 -0.628961179980356
WALKING 9 -0.743608246170053
WALKING 9 -0.654979816705833
WALKING 9 -0.612243590244114
WALKING 9 -0.780928428167213
WALKING 9 -0.672094306818974
WALKING 9 -0.70621663959074
WALKING 9 -0.644192752866115
WALKING 9 -0.738594816501343
WALKING 9 -0.674226934551517
WALKING 9 -0.690446312501126
WALKING 9 -0.585962696268539
WALKING 9 -0.659531216655476
WALKING 9 -0.620789916331592
WALKING 9 -0.640076803144351
WALKING 9 -0.697411069729937
WALKING 9 -0.699976372277643
WALKING 9 -0.779767633083527
WALKING 9 -0.792190209274884
WALKING 10 0.274347260646063
WALKING 10 -0.0177434918458972
WALKING 10 -0.108925032737064
WALKING 10 -0.607783818968688
WALKING 10 -0.510191378479501
WALKING 10 -0.61306429934125
WALKING 10 0.669226222373046
WALKING 10 0.00403879092060517
WALKING 10 0.0921508600211059
WALKING 10 -0.965207115039421
WALKING 10 -0.95440802665318
WALKING 10 -0.938900969424022
WALKING 10 0.0789381220355816
WALKING 10 0.0079481069090025
WALKING 10 -0.00467469823628666
WALKING 10 -0.63978102073413
WALKING 10 -0.607971599340832
WALKING 10 -0.762820240449202
WALKING 10 -0.0309824871713436
WALKING 10 -0.0747194855994359
WALKING 10 0.088357304227173
WALKING 10 -0.721192598029789
WALKING 10 -0.682653506899942
WALKING 10 -0.653665674372188
WALKING 10 -0.0967092754729682
WALKING 10 -0.0423181079782632
WALKING 10 -0.0548303497968374
WALKING 10 -0.731348533131935
WALKING 10 -0.786062320321895
WALKING 10 -0.739932395222129
WALKING 10 -0.54822165976717
WALKING 10 -0.591225327146546
WALKING 10 -0.54822165976717
WALKING 10 -0.591225327146546
WALKING 10 -0.649417950650692
WALKING 10 -0.627762945785391
WALKING 10 -0.60524856977632
WALKING 10 -0.662533062898382
WALKING 10 -0.762137610987416
WALKING 10 -0.77799317279698
WALKING 10 -0.622761658493734
WALKING 10 -0.53749328145871
WALKING 10 -0.665033506271952
WALKING 10 -0.603356276555826
WALKING 10 -0.528420009576204
WALKING 10 -0.617874813333395
WALKING 10 -0.656713524546605
WALKING 10 -0.628961179980356
WALKING 10 -0.743608246170053
WALKING 10 -0.654979816705833
WALKING 10 -0.612243590244114
WALKING 10 -0.780928428167213
WALKING 10 -0.672094306818974
WALKING 10 -0.70621663959074
WALKING 10 -0.644192752866115
WALKING 10 -0.738594816501343
WALKING 10 -0.674226934551517
WALKING 10 -0.690446312501126
WALKING 10 -0.585962696268539
WALKING 10 -0.659531216655476
WALKING 10 -0.620789916331592
WALKING 10 -0.640076803144351
WALKING 10 -0.697411069729937
WALKING 10 -0.699976372277643
WALKING 10 -0.779767633083527
WALKING 10 -0.792190209274884
WALKING 11 0.274347260646063
WALKING 11 -0.0177434918458972
WALKING 11 -0.108925032737064
WALKING 11 -0.607783818968688
WALKING 11 -0.510191378479501
WALKING 11 -0.61306429934125
WALKING 11 0.669226222373046
WALKING 11 0.00403879092060517
WALKING 11 0.0921508600211059
WALKING 11 -0.965207115039421
WALKING 11 -0.95440802665318
WALKING 11 -0.938900969424022
WALKING 11 0.0789381220355816
WALKING 11 0.0079481069090025
WALKING 11 -0.00467469823628666
WALKING 11 -0.63978102073413
WALKING 11 -0.607971599340832
WALKING 11 -0.762820240449202
WALKING 11 -0.0309824871713436
WALKING 11 -0.0747194855994359
WALKING 11 0.088357304227173
WALKING 11 -0.721192598029789
WALKING 11 -0.682653506899942
WALKING 11 -0.653665674372188
WALKING 11 -0.0967092754729682
WALKING 11 -0.0423181079782632
WALKING 11 -0.0548303497968374
WALKING 11 -0.731348533131935
WALKING 11 -0.786062320321895
WALKING 11 -0.739932395222129
WALKING 11 -0.54822165976717
WALKING 11 -0.591225327146546
WALKING 11 -0.54822165976717
WALKING 11 -0.591225327146546
WALKING 11 -0.649417950650692
WALKING 11 -0.627762945785391
WALKING 11 -0.60524856977632
WALKING 11 -0.662533062898382
WALKING 11 -0.762137610987416
WALKING 11 -0.77799317279698
WALKING 11 -0.622761658493734
WALKING 11 -0.53749328145871
WALKING 11 -0.665033506271952
WALKING 11 -0.603356276555826
WALKING 11 -0.528420009576204
WALKING 11 -0.617874813333395
WALKING 11 -0.656713524546605
WALKING 11 -0.628961179980356
WALKING 11 -0.743608246170053
WALKING 11 -0.654979816705833
WALKING 11 -0.612243590244114
WALKING 11 -0.780928428167213
WALKING 11 -0.672094306818974
WALKING 11 -0.70621663959074
WALKING 11 -0.644192752866115
WALKING 11 -0.738594816501343
